,0
s0003687014000283,"We investigated the prevalence of reduced demand-specific work ability, its association with age, gender, education, poor health, and working conditions, and the interaction between poor health and working conditions regarding reduced demand-specific work ability. We used cross-sectional questionnaire data from 3381 full-time employees responding to questions about vocational education, job demands and social support (working conditions), musculoskeletal pain (MSP) and major depression (MD) (poor health) and seven questions about difficulty managing different job demands (reduced demand-specific work ability). Reduced demand-specific work ability varied from 9% to 19% among the 46-year old and from 11% to 21% among the 56-year old. Age was associated with two, gender with four, and education with all measures of reduced demand-specific work ability. MSP was associated with four and MD was associated with six measures of reduced demand-specific work ability. We found no interaction between working conditions and poor health regarding reduced demand-specific work ability."
s0003687014000295,"While much research exists on occupant packaging both proprietary and in the literature, more detailed research regarding user preferences for subjective ratings of steering wheel designs is sparse in published literature. This study aimed to explore the driver interactions with production steering wheels in four vehicles by using anthropometric data, driver hand placement, and driver grip design preferences for Generation-Y and Baby Boomers. In this study, participants selected their preferred grip diameter, responded to a series of questions about the steering wheel grip as they sat in four vehicles, and rank ordered their preferred grip design. Thirty-two male participants (16 Baby Boomers between ages 47 and 65 and 16 Generation-Y between ages 18 and 29) participated in the study. Drivers demonstrated different gripping behavior between vehicles and between groups. Recommendations for future work in steering wheel grip design and naturalistic driver hand positioning are discussed."
s0003687014000301,"The study investigated the effects of wearing two new designs of cotton glove on several hand performance capabilities and compared them against the effects of barehanded, single-layered and double cotton glove conditions when working with hand tools (screwdriver and pliers). The new glove designs were based on the findings of subjective hand discomfort assessments for this type of work and aimed to match the glove thickness to the localised pressure and sensitivity in different areas of the hand as well as to provide adequate dexterity for fine manipulative tasks. The results showed that the first prototype glove and the barehanded condition were comparable and provided better dexterity and higher handgrip strength than double thickness gloves. The results support the hypothesis that selective thickness in different areas of the hand could be applied by glove manufacturers to improve the glove design, so that it can protect the hands from the environment and at the same time allow optimal hand performance capabilities."
s0003687014000313,"Various studies that derived gesture commands from users have used the frequency ratio to select popular gestures among the users. However, the users select only one gesture from a limited number of gestures that they could imagine during an experiment, and thus, the selected gesture may not always be the best gesture. Therefore, two experiments including the same participants were conducted to identify whether the participants maintain their own gestures after observing other gestures. As a result, 66% of the top gestures were different between the two experiments. Thus, to verify the changed gestures between the two experiments, a third experiment including another set of participants was conducted, which showed that the selected gestures were similar to those from the second experiment. This finding implies that the method of using the frequency in the first step does not necessarily guarantee the popularity of the gestures."
s0003687014000325,"A map was drawn up of the relationships between work (in its multiple interpretations) and sustainability (sustainable development and corporate sustainability) based on a bibliographic analysis of articles that discuss these themes jointly in the current academic literature. The position of the discipline of ergonomics focused on work was identified from this map and, based on its specific academic literature, it was possible to identify where this discipline could contribute so that work and workers can be included in the discourse of sustainable development and considered in corporate sustainability policies. Ergonomics can be actively influential within the organization on issues relating to work improvements; it may boost integrated increases in the organization's performance and in workers' well-being; it can provide support for changes and new (environmental) sustainability-related work requirements to be considered; and it can contribute to the definition of the concept of work in a context of sustainable development."
s0003687014000350,"Facilitating physical activity during the workday may help desk-bound workers reduce risks associated with sedentary behavior. We 1) evaluated the efficacy of a cycling workstation to increase energy expenditure while performing a typing task and 2) fabricated a power measurement system to determine the accuracy and reliability of an exercise cycle. Ten individuals performed 10 min trials of sitting while typing (SITtype) and pedaling while typing (PEDtype). Expired gases were recorded and typing performance was assessed. Metabolic cost during PEDtype was ∼2.5× greater compared to SITtype (255 ± 14 vs. 100 ± 11 kcal h−1, P < 0.01). Typing time and number of typing errors did not differ between PEDtype and SITtype (7.7 ± 1.5 vs. 7.6 ± 1.6 min, P = 0.51, 3.3 ± 4.6 vs. 3.8 ± 2.7 errors, P = 0.80). The exercise cycle overestimated power by 14–138% compared to actual power but actual power was reliable (r = 0.998, P < 0.01). A cycling workstation can facilitate physical activity without compromising typing performance. The exercise cycle's inaccuracy could be misleading to users."
s0003687014000362,"Musculoskeletal pain is commonly reported by police officers. A potential cause of officer discomfort is a mismatch between vehicle seats and the method used for carrying appointments. Twenty-five police officers rated their discomfort while seated in: (1) a standard police vehicle seat, and (2) a vehicle seat custom-designed for police use. Discomfort was recorded in both seats while wearing police appointments on: (1) a traditional appointments belt, and (2) a load-bearing vest/belt combination (LBV). Sitting in the standard vehicle seat and carrying appointments on a traditional appointments belt were both associated with significantly elevated discomfort. Four vehicle seat features were most implicated as contributing to discomfort: back rest bolster prominence; lumbar region support; seat cushion width; and seat cushion bolster depth. Authorising the carriage of appointments using a LBV is a lower cost solution with potential to reduce officer discomfort. Furthermore, the introduction of custom-designed vehicle seats should be considered."
s0003687014000374,"Exposure to mechanical vibrations at work (e.g., due to handling powered tools) is a potential occupational risk as it may cause upper extremity complaints. However, reliable and valid assessment methods for vibration exposure at work are lacking. Measuring hand-arm vibration objectively is often difficult and expensive, while often used information provided by manufacturers lacks detail. Therefore, a subjective hand-arm vibration assessment method was tested on validity and inter-observer reliability.In an experimental protocol, sixteen tasks handling powered tools were executed by two workers. Hand-arm vibration was assessed subjectively by 16 observers according to the proposed subjective assessment method. As a gold standard reference, hand-arm vibration was measured objectively using a vibration measurement device. Weighted κ's were calculated to assess validity, intra-class-correlation coefficients (ICCs) were calculated to assess inter-observer reliability.Inter-observer reliability of the subjective assessments depicting the agreement among observers can be expressed by an ICC of 0.708 (0.511–0.873). The validity of the subjective assessments as compared to the gold-standard reference can be expressed by a weighted κ of 0.535 (0.285–0.785). Besides, the percentage of exact agreement of the subjective assessment compared to the objective measurement was relatively low (i.e., 52% of all tasks). This study shows that subjectively assessed hand-arm vibrations are fairly reliable among observers and moderately valid. This assessment method is a first attempt to use subjective risk assessments of hand-arm vibration. Although, this assessment method can benefit from some future improvement, it can be of use in future studies and in field-based ergonomic assessments."
s0003687014000398,"ObjectiveTo determine prevalence of carpal tunnel syndrome (CTS) among poultry processing employees while taking into account non-occupational factors and assess any association between CTS prevalence and exposure groups.MethodsPerformed a cross-sectional survey to assess CTS (n = 318). A CTS case was defined as an employee with self-reported CTS symptoms, an abnormal hand symptom diagram, and an abnormal nerve conduction study (NCS). Log-binomial regression was used to estimate prevalence ratios.ResultsThree hundred and one participants had sufficient symptom information or NCS data to be classified. 126 (42%) of 301 participants had evidence of CTS. In the adjusted analysis, the highest exposure group had CTS prevalence that was significantly higher than that for the lower exposure group [PR: 1.61; 95% CI = (1.20, 2.17)].ConclusionsIncreasing levels of hand activity and force were associated with increased CTS prevalence among participants. Recommendations were provided to reduce exposure to these risk factors."
s0003687014000404,"PurposeDesigners and ergonomists may occasionally be limited to using tables of percentiles of anthropometric data to model users. Design models that add or subtract percentiles produce unreliable estimates of the proportion of users accommodated, in part because they assume a perfect correlation between variables. Percentile data do not allow the use of more reliable modeling methods such as Principle Component Analysis. A better method is needed.ResultsA new method for modeling with limited data is described. It uses measures of central tendency (median or mean) of the range of possible correlation values to estimate the combined variance is shown to reduce error compared to combining percentiles. Second, use of the Chebyshev inequality allows the designer to more reliably estimate the percent accommodation when the distributions of the underlying anthropometric data are unknown than does combining percentiles.ConclusionThis paper describes a modeling method that is more accurate than combining percentiles when only limited data are available."
s0003687014000416,"A high incidence of Musculoskeletal Disorders (MSDs) has been reported in the construction sector. The use of ladders in the workplace has long been identified as a significant risk that can lead to workplace accidents. However, it is unclear if platform types have an effect on the physical risk factors for MSDs in overhead work. The aim of this study is to perform a pilot study on the effects of hand activity on both shoulder muscle loading and task performance while working on ladders versus Mobile Elevated Working Platforms (MEWPs). It is hypothesised that work on ladders would result in greater muscle loading demands, increased levels of discomfort, and reduced performance due to the restrictions on postures that could be adopted. A field study (n = 19) of experienced electricians on a construction site found that workers spent approximately 28% of their working time on ladders versus 6% on MEWPs. However, the durations of individual tasks were higher on MEWPs (153 s) than on ladders (73 s). Additionally, maximum levels of perceived discomfort (on a VAS 0–100) were reported for the shoulders (27), neck (23), and lower regions of the body (22). A simulated study (n = 12) found that task performance and discomfort were not significantly different between platform types (ladder vs. MEWP) when completing either of three tasks: cabling, assembly and drilling. However, platform and task had significant effects (p < 0.05) on median electromyographic (EMG) activity of the anterior deltoid and upper trapezius. EMG amplitudes were higher for the deltoid than the upper trapezius. For the deltoid, the peak amplitudes were, on average, higher for ladder work over MEWP work for the hand intensive cabling (32 vs. 27% Maximal Voluntary Exertion (MVE)) and the assembly task (19 vs. 6% MVE). Conversely, for drilling, the peak EMG amplitudes were marginally lower for ladder compared to the MEWP (3.9 vs. 5.1% MVE). The general implication was that working on the MEWP involved lower shoulder muscle loading for cabling and assembly task. A difference due to platform type was not present for drilling work."
s0003687014000428,"Back injury caused by sudden loading is a significant risk among workers that perform manual handling tasks. The present study investigated the effects of load handling position on trunk biomechanics (flexion angle, L5/S1 joint moment and compression force) during sudden loading. Eleven subjects were exposed to a 6.8 kg sudden loading while standing upright, facing forward and holding load at three different vertical heights in the sagittal plane or 45° left to the sagittal plane (created by arm rotation). Results showed that the increase of load holding height significantly elevated the peak L5/S1 joint compression force and reduced the magnitude of trunk flexion. Further, experiencing sudden loading from an asymmetric direction resulted in significantly smaller peak L5/S1 joint compression force, trunk flexion angle and L5/S1 joint moment than a symmetric posture. These findings suggest that handling loads in a lower position could work as a protective strategy during sudden loading."
s000368701400043x,"The present study investigated whether there were physical exposure and typing productivity differences between a virtual keyboard with no tactile feedback and two conventional keyboards where key travel and tactile feedback are provided by mechanical switches under the keys. The key size and layout were same across all the keyboards. Typing forces; finger and shoulder muscle activity; self-reported comfort; and typing productivity were measured from 19 subjects while typing on a virtual (0 mm key travel), notebook (1.8 mm key travel), and desktop keyboard (4 mm key travel). When typing on the virtual keyboard, subjects typed with less force (p's < 0.0001) and had lower finger flexor/extensor muscle activity (p's < 0.05). However, the lower typing forces and finger muscle activity came at the expense of a 60% reduction in typing productivity (p < 0.0001), decreased self-reported comfort (p's < 0.0001), and a trend indicating an increase in shoulder muscle activity (p's < 0.10). Therefore, for long typing sessions or when typing productivity is at a premium, conventional keyboards with tactile feedback may be more suitable interface."
s0003687014000441,"Advances in police-specific technology have led to changes in work layout and physical occupational demands of mobile police officers. This study investigated the influence of police cruiser compartment configuration on perceived discomfort, muscle activation, shoulder kinematics, and typing performance during simulated police patrol. Participants completed a one-hour session including simulated driving and 2-min typing trials in a standard compartment configuration with a fixed mobile data terminal (MDT) location (ST), and in a modified compartment configuration with an MDT in front of the user and a rearward translated seat (MOD). The MOD configuration resulted in reductions of 55–65% in perceived shoulder discomfort, up to 3.4% MVC in shoulder muscle demands, and more neutral humeral orientations (shoulder elevation reduced by 13–25°). These improvements associated with the MOD configuration may have ergonomic implications for future police car designs, particularly as new technology is introduced in the mobile environment and advanced solutions are sought."
s0003687014000453,"In new approaches based on adaptive neuro-fuzzy systems (ANFIS) and analytical method, heart rate (HR) measurements were used to estimate oxygen consumption (VO2). Thirty-five participants performed Meyer and Flenghi's step-test (eight of which performed regeneration release work), during which heart rate and oxygen consumption were measured. Two individualized models and a General ANFIS model that does not require individual calibration were developed. Results indicated the superior precision achieved with individualized ANFIS modelling (RMSE = 1.0 and 2.8 ml/kg min in laboratory and field, respectively). The analytical model outperformed the traditional linear calibration and Flex-HR methods with field data. The General ANFIS model's estimates of VO2 were not significantly different from actual field VO2 measurements (RMSE = 3.5 ml/kg min). With its ease of use and low implementation cost, the General ANFIS model shows potential to replace any of the traditional individualized methods for VO2 estimation from HR data collected in the field."
s0003687014000465,"The extent to which a seat can provide useful attenuation of vehicle vibration depends on three factors: the characteristics of the vehicle motion, the vibration transmissibility of the seat, and the sensitivity of the body to vibration. The ‘seat effective amplitude transmissibility’ (i.e., SEAT value) reflects how these three factors vary with the frequency and the direction of vibration so as to predict the vibration isolation efficiency of a seat. The SEAT value is mostly used to select seat cushions or seat suspensions based on the transmission of vertical vibration to the principal supporting surface of a seat. This study investigated the accuracy of SEAT values in predicting how seats with backrests influence the discomfort caused by multiple-input vibration. Twelve male subjects participated in a four-part experiment to determine equivalent comfort contours, the relative discomfort, the location of discomfort, and seat transmissibility with three foam seats and a rigid reference seat at 14 frequencies of vibration in the range 1–20 Hz at magnitudes of vibration from 0.2 to 1.6 ms−2 r.m.s. The ‘measured seat dynamic discomfort’ (MSDD) was calculated for each foam seat from the ratio of the vibration acceleration required to cause similar discomfort with the foam seat and with the rigid reference seat. Using the frequency weightings in current standards, the SEAT values of each seat were calculated from the ratio of overall ride values with the foam seat to the overall ride values with the rigid reference seat, and compared to the corresponding MSDD at each frequency. The SEAT values provided good predictions of how the foam seats increased vibration discomfort at frequencies around the 4-Hz resonance but reduced vibration discomfort at frequencies greater than about 6.3 Hz, with discrepancies explained by a known limitation of the frequency weightings."
s0003687014000477,"Sound is often considered as a negative aspect of an environment that needs mitigating, particularly in hospitals. It is worthwhile however, to consider how subjective responses to hospital sounds can be made more positive. The authors identified natural sound, steady state sound and written sound source information as having the potential to do this. Listening evaluations were conducted with 24 participants who rated their emotional (Relaxation) and cognitive (Interest and Understanding) response to a variety of hospital ward soundscape clips across these three interventions. A repeated measures ANOVA revealed that the ‘Relaxation’ response was significantly affected (n2 = 0.05, p = 0.001) by the interventions with natural sound producing a 10.1% more positive response. Most interestingly, written sound source information produced a 4.7% positive change in response. The authors conclude that exploring different ways to improve the sounds of a hospital offers subjective benefits that move beyond sound level reduction. This is an area for future work to focus upon in an effort to achieve more positively experienced hospital soundscapes and environments."
s0003687014000489,"This study investigated the effects that a form fitted, moisture-wicking fabric shirt, promoted to have improved evaporative and ventilation properties, has on the physiological and perceptual responses during exercise in the heat. Ten healthy male participants completed two heat stress tests consisting of 45 min of exercise (50% VO2peak) in a hot environment (33 °C, 60% RH). One heat stress test was conducted with the participant wearing a 100% cotton short sleeved t-shirt and the other heat stress test was conducted with the participant wearing a short sleeved synthetic shirt (81% polyester and 19% elastane). Rectal temperature was significantly lower (P < 0.05) in the synthetic condition during the last 15 min of exercise. Furthermore, the synthetic polyester shirt retained less sweat (P < 0.05). As exercise duration increases, the ventilation and evaporation properties of the synthetic garment may prove beneficial in the preservation of body temperature during exercise in the heat."
s0003687014000490,"The garment fit played an important role in protective performance, comfort and mobility. The purpose of this study is to quantify the air gap to quantitatively characterize a three-dimensional (3-D) garment fit using a 3-D body scanning technique. A method for processing of scanned data was developed to investigate the air gap size and distribution between the clothing and human body. The mesh model formed from nude and clothed body was aligned, superimposed and sectioned using Rapidform software. The air gap size and distribution over the body surface were analyzed. The total air volume was also calculated. The effects of fabric properties and garment size on air gap distribution were explored. The results indicated that average air gap of the fit clothing was around 25–30 mm and the overall air gap distribution was similar. The air gap was unevenly distributed over the body and it was strongly associated with the body parts, fabric properties and garment size. The research will help understand the overall clothing fit and its association with protection, thermal and movement comfort, and provide guidelines for clothing engineers to improve thermal performance and reduce physiological burden."
s0003687014000507,"Firemen often suffer from heat strain. This study investigated two chest cooling systems for use under a firefighting suit. In nine male subjects, a vest with water soaked cooling pads and a vest with water perfused tubes were compared to a control condition. Subjects performed 30 min walking and 10 min recovery in hot conditions, while physiological and perceptual parameters were measured. No differences were observed in heart rate and rectal temperature, but scapular skin temperature and fluid loss were lower using the perfused vest. Thermal sensation was cooler for the perfused vest than for the other conditions, while the cool pad vest felt initially cooler than control. However, comfort and RPE scores were similar. We conclude that the cooling effect of both tested systems, mainly providing a (temporally) cooler thermal sensation, was limited and did not meet the expectations."
s0003687014000519,"The effort of carrying additional mass at different body locations is important in ergonomics and in designing wearable robotics. We investigate the metabolic rate of carrying a load as a function of its mass, its location on the body and the subject’s walking speed. Novel metabolic rate prediction equations for walking while carrying loads at the ankle, knees and back were developed based on experiments where subjects walked on a treadmill at 4, 5 or 6 km/h bearing different amounts of added mass (up to 2 kg per leg and 22 kg for back). Compared to previously reported equations, ours are 7–69% more accurate. Results also show that relative cost for carrying a mass at a distal versus a proximal location changes with speed and mass. Contrary to mass carried on the back, mass attached to the leg cannot be modeled as an increase in body mass.Graphical abstractDownload : Download full-size image"
s0003687014000660,"The Strategies Analysis Diagram (SAD) is a recently developed method to model the range of possible strategies available for activities in complex sociotechnical systems. Previous applications of the new method have shown that it can effectively identify a comprehensive range of strategies available to humans performing activity within a particular system. A recurring criticism of Ergonomics methods is however, that substantive evidence regarding their performance is lacking. For a method to be widely used by other practitioners such evaluations are necessary. This article presents an evaluation of criterion-referenced validity and test-retest reliability of the SAD method when used by novice analysts. The findings show that individual analyst performance was average. However, pooling the individual analyst outputs into a group model increased the reliability and validity of the method. It is concluded that the SAD method's reliability and validity can be assured through the use of a structured process in which analysts first construct an individual model, followed by either another analyst pooling the individual results or a group process pooling individual models into an agreed group model."
s0003687013001270,"The occurrence of neck, shoulder and low back complaints in relation to schoolbag carriage and other potential risk factors were investigated in a cross-sectional study of 586 Iranian schoolchildren aged 12–14 years. The average load carried by schoolchildren was 2.8 kg. Neck, shoulder and low back complaints during the preceding month were reported by 35.3%, 26.1% and 33% of the students, respectively. Gender was an independent factor predicting musculoskeletal symptoms in schoolchildren. Girls were more likely than boys to suffer from neck, shoulder and low back complaints, although there was no significant difference between genders in terms of schoolbag carriage variables. The findings suggest that the recommended weight limit for schoolbag carriage may need to differ between boys and girls. The associations between schoolbag variables and reported symptoms are also discussed. The results provide evidence that the current weight limit should consider a broader combination of factors that influence the use of schoolbags."
s0003687013001336,"BackgroundPrevious research suggests that a general whole-body movement screen could be used to identify personal movement attributes that promote potentially injurious low-back loading patterns at work. The purpose of this study was to examine the relationship between Functional Movement Screen™ (FMS) composite scores and the low-back loading response to lifting.MethodsFifteen men who scored greater than 14 on the FMS (high-scorers) and 15 height- and weight-matched low-scorers (FMS < 14) performed sagittally symmetric and asymmetric laboratory-based lifting tasks. A three-dimensional dynamic biomechanical model was used to calculate peak low-back loading levels, and the angle of the lumbar spine was captured at the instant when the peak compressive force was applied.ResultsRegardless of the lifting task performed, there were no differences in peak low-back compression (p ≥ 0.4157), anterior/posterior reaction shear (p ≥ 0.5645), or medial/lateral reaction shear (p ≥ 0.2581) forces between the high- and low-scorers. At the instant when peak compressive forces were applied, differences in the lumbar spine angle between high- and low-scores were not statistically significant about the lateral bend (p ≥ 0.4215), axial twist (p ≥ 0.2734), or flexion/extension (p ≥ 0.1354) axes, but there was a tendency for the lumbar spine to be more deviated in the low-scorers.ConclusionsUsing the previously established injury prediction threshold value of 14, the composite FMS score was not related to the peak low-back loading magnitudes in lifting. Though not statistically significant, the tendency for the lumbar spines of low-scorers to be more deviated when the peak low-back compression force was imposed could be biomechanically meaningful because spinal load tolerance varies with posture. Future attempts to modify or reinterpret FMS scoring are warranted given that several previous studies have revealed links between composite FMS scores and musculoskeletal complaints."
s0003687013001439,"This study investigated whether rural workers who have higher workplace satisfaction are less likely to report quad bike loss of control events (LCEs). Two independent samples of farmers completed a survey regarding LCEs and workplace satisfaction. In the first sample (n = 130) analysis revealed no relationship (p = 0.74) between workplace satisfaction and LCEs but lower rates of LCEs were reported by employees (IRR 0.52, 95%CI 0.31–0.86) compared to self-employed participants. In the second sample (n = 112), workplace satisfaction was weakly related to LCEs (IRR 1.04, 95%CI 1.00, to 1.09) with participants who found their job more psychologically demanding more likely to have had an LCE (IRR 1.14, 95%CI 1.05–1.23). Exploring the role of psychological demands on safety behaviour with respect to quad bike use, may help to address this important safety issue."
s0003687013002202,"The study aimed to examine shiftworkers fatigue and the longitudinal relationships that impact on fatigue such as team climate, work life conflict, control of shifts and shift type in shift working nurses. We used a quantitative survey methodology and analysed data with a moderated hierarchical multiple regression. After matching across two time periods 18 months apart, the sample consisted of 166 nurses from one Australian hospital. Of these nurses, 61 worked two rotating day shifts (morning & afternoon/evening) and 105 were rotating shiftworkers who worked three shifts (morning afternoon/evening and nights). The findings suggest that control over shift scheduling can have significant effects on fatigue for both two-shift and three-shift workers. A significant negative relationship between positive team climate and fatigue was moderated by shift type. At both Time 1 and Time 2, work life conflict was the strongest predictor of concurrent fatigue, but over time it was not."
s0003687013002706,"This study deals with a first step towards context adaptive functionality of a Driver Information System.Driving a car is a complex task for which the driver needs appropriate information to fulfil his or her goals. New technologies enable adaptability to driver state, task, personality etcetera and also to the context.The aim of this study was therefore to investigate what information people perceive that they need and want from the car in different contexts and to what extent there is consensus about the function. A new methodology was developed, and 33 private car drivers were interviewed and asked to rate a number of possible abstract functions in a car in different contexts.It was shown that people need and want different types of information in different contexts. It was furthermore indicated that there is sometimes a difference in drivers' opinions about what should be presented by the car and that there is varying consensus over different functions in different contexts. The rating result was illustrated by an easily perceived Context Function Matrix. The results may be used in the design of a context adaptive driver information system."
s0003687014000179,"This work aims to validate a conceptual framework which establishes the main relationships between subjective elements in human–product interaction, such as meanings, emotions, product preferences, and personal values. The study analyzes the relationships between meanings and emotions, and between these and preferences, as well as the influence of personal values on such relationships. The study was applied to ceramic tile floorings.A questionnaire with images of a neutral room with different ceramic tile floorings was designed and distributed via the web. Results from the study suggest that both meanings and emotions must be taken into account in the generation of product preferences. The meanings given to the product can cause the generation of emotions, and both types of subjective impressions give rise to product preferences. Personal reference values influence these relationships between subjective impressions and product preferences. As a consequence, not only target customers' demographic data but specifically their values and criteria must be taken into account from the beginning of the development process. The specific results of this paper can be used directly by ceramic tile designers, who can better adjust product design (and the subjective impressions elicited) to the target market. Consequently, the chance of product success is reinforced."
s0003687014000192,"Representations of archetypal users (personas) have been advocated as a way to avoid designing in isolation. They allow communication of user needs and orient teams towards user experience. One of the challenges for developers of interactive medical devices is that most devices are used by a wide variety of people, and that developers have limited access to those people; personas have the potential to make developers more aware of who they are designing for. But this raises the question of whether it is possible to deliver useful, valid personas of interactive medical device users. The aim of this research was to develop and test a rigorous, empirically grounded process of constructing personas, with the objective of reflecting on that process. Many challenges were encountered: we found that directly linking the personas to a user population was not possible and although personas were a useful tool for supporting communication and elicitation across disciplines, it was hard to make them representative when picking details that were relevant and checking accuracy. Checking the content resulted in disparate, possibly incommensurable, views. Despite this, the personas proved useful in supporting the transfer of knowledge across professional perspectives."
s0003687014000209,"ObjectivesTo determine if functional capacity (FC) and physical work demands can be matched and to determine the validity of normative values for FC related to physical work demands as a screening instrument for work ability.MethodsForty healthy working subjects were included in this study. Subjects were categorized into four physical work demand categories (sedentary, light, moderate and heavy). FC was tested with a standardized Functional Capacity Evaluation (FCE) following the WorkWell Protocol and physical work demands were determined with an onsite Work Load Assessment (WLA) according to the Task Recording and Analyses on Computer (TRAC) method. Physical work demands were compared to FC and normative values derived from previous research.Results88% of the subjects scored higher on FCE than observed during WLA. The tenth percentile of normative values appeared valid in 98% for sedentary/light work for the subjects tested in this study. For moderate or heavy work, the thirtieth percentile of normative values appeared valid in 78% of all cases.ConclusionFunctional capacity and physical work demands can be matched in most instances, but exceptions should be kept in mind with regards to professions classified as moderate or heavy physical work, especially concerning lifting high. Normative values may be considered as an additional screening tool for balancing workload and capacity. It is recommended to further validate normative values in a broader and more extensive working population."
s0003687014000349,"The Lane Change Task (LCT) is an established method to assess driver distraction caused by secondary tasks. In the LCT ISO standard, “course following and maneuvering” and “event detection” are mentioned as central task properties. Especially event detection seems to be a reasonable feature, as research suggests that distraction has profound effects on drivers' reactions to sudden, unexpected events. However, closer inspection of the LCT reveals that the events to be detected (lane change signs) and the required response are highly predictable. To investigate how the LCT's distraction assessment of secondary tasks might change if lane change events and responses were less predictable, we implemented three different versions of the LCT – an “original” one, a second one with lowered predictability of event position, and a third one with lowered predictability of event position and response. We tested each of these implementations with the same set of visual and cognitive secondary tasks of varying demand. The results showed that a decrease in predictability resulted in overall degraded performance in the LCT when using the basic lane change model for analysis. However, all secondary task conditions suffered equally. No differential effects were found. We conclude that although an ISO conforming implementation of the LCT might not be excessively valid regarding its depiction of safety relevant events, the results obtained are nevertheless comparable to what would be found in settings of higher validity."
